Date,Transaction Description,Category,Amount,Type,Month,Net,Cumulative_Savings
2023-11-14,Floor there career.,Travel,535.61,Expense,2023-11,-535.61,-387196.7299999997
2023-11-14,Evening information.,Investment,823.0,Income,2023-11,823.0,-386373.7299999997
2023-11-15,Face morning.,Health & Fitness,1605.18,Expense,2023-11,-1605.18,-387978.9099999997
2023-11-17,Create physical share out cold.,Rent,199.05,Expense,2023-11,-199.05,-388177.9599999997
2023-11-18,Step rate feeling rate.,Food & Drink,29.25,Expense,2023-11,-29.25,-388207.2099999997
2023-11-21,Move goal.,Investment,3192.0,Income,2023-11,3192.0,-385015.2099999997
2023-11-21,Carry example.,Salary,1910.63,Expense,2023-11,-1910.63,-386925.8399999997
2023-11-22,Future treat bill choice.,Rent,751.52,Expense,2023-11,-751.52,-387677.3599999997
2023-11-23,Somebody next ready.,Rent,807.55,Expense,2023-11,-807.55,-388484.9099999997
2023-11-23,Republican reduce sort individual trouble.,Travel,1673.06,Expense,2023-11,-1673.06,-390157.9699999997
2023-11-26,Stage threat our.,Utilities,234.98,Expense,2023-11,-234.98,-390392.94999999966
2023-11-26,Report agreement sport.,Food & Drink,1963.32,Expense,2023-11,-1963.32,-392356.26999999967
2023-11-26,Type look find.,Salary,1601.8,Expense,2023-11,-1601.8,-393958.06999999966
2023-11-26,Task central dinner.,Rent,837.9,Expense,2023-11,-837.9,-394795.9699999997
2023-11-27,Affect machine.,Health & Fitness,1226.6,Expense,2023-11,-1226.6,-396022.56999999966
2023-11-27,Candidate bad real.,Salary,370.71,Expense,2023-11,-370.71,-396393.2799999997
2023-11-28,Cultural allow.,Utilities,971.33,Expense,2023-11,-971.33,-397364.6099999997
2023-11-28,Arrive budget education at property.,Shopping,886.97,Expense,2023-11,-886.97,-398251.57999999967
2023-11-29,Turn day top.,Other,601.0,Income,2023-11,601.0,-397650.57999999967
2023-12-05,Ahead certainly second everyone.,Entertainment,1956.01,Expense,2023-12,-1956.01,-399606.5899999997
2023-12-05,Goal talk sit party.,Health & Fitness,1043.01,Expense,2023-12,-1043.01,-400649.5999999997
2023-12-06,Attention standard shake more respond.,Rent,871.37,Expense,2023-12,-871.37,-401520.9699999997
2023-12-08,Top mr wind.,Salary,698.04,Expense,2023-12,-698.04,-402219.00999999966
2023-12-09,Turn surface listen.,Shopping,305.82,Expense,2023-12,-305.82,-402524.82999999967
2023-12-09,Pull blue strong wonder.,Food & Drink,33.17,Expense,2023-12,-33.17,-402557.99999999965
2023-12-10,Method imagine seven.,Salary,1705.22,Expense,2023-12,-1705.22,-404263.2199999996
2023-12-11,Letter mind many.,Rent,1505.35,Expense,2023-12,-1505.35,-405768.5699999996
2023-12-13,News american foreign.,Health & Fitness,1940.59,Expense,2023-12,-1940.59,-407709.1599999996
2023-12-14,Exist outside find wish.,Investment,3601.0,Income,2023-12,3601.0,-404108.1599999996
2023-12-14,Network fact talk.,Entertainment,166.87,Expense,2023-12,-166.87,-404275.0299999996
2023-12-18,Thus sort.,Salary,185.16,Expense,2023-12,-185.16,-404460.1899999996
2023-12-20,Actually purpose public.,Health & Fitness,246.23,Expense,2023-12,-246.23,-404706.4199999996
2023-12-21,Mission put budget house.,Food & Drink,214.26,Expense,2023-12,-214.26,-404920.6799999996
2023-12-22,Ask window full.,Food & Drink,1653.56,Expense,2023-12,-1653.56,-406574.2399999996
2023-12-23,Do interesting material.,Travel,1781.32,Expense,2023-12,-1781.32,-408355.5599999996
2023-12-25,Event smile popular hundred live.,Salary,1901.21,Expense,2023-12,-1901.21,-410256.7699999996
2023-12-26,Memory challenge lawyer business.,Food & Drink,1635.01,Expense,2023-12,-1635.01,-411891.7799999996
2023-12-27,Discuss wall ahead scene.,Health & Fitness,1124.7,Expense,2023-12,-1124.7,-413016.47999999963
2023-12-29,Question will him quickly.,Salary,1436.15,Expense,2023-12,-1436.15,-414452.62999999966
2023-12-29,Perform benefit baby.,Salary,236.91,Expense,2023-12,-236.91,-414689.53999999963
2023-12-29,Society dark product make.,Entertainment,14.37,Expense,2023-12,-14.37,-414703.9099999996
2024-01-02,Gas teacher national weight all.,Travel,1099.9,Expense,2024-01,-1099.9,-415803.80999999965
2024-01-02,Himself fire heavy.,Rent,101.1,Expense,2024-01,-101.1,-415904.9099999996
2024-01-04,Allow news.,Investment,3852.0,Income,2024-01,3852.0,-412052.9099999996
2024-01-04,Man care resource.,Investment,2036.0,Income,2024-01,2036.0,-410016.9099999996
2024-01-07,Notice make.,Other,2266.0,Income,2024-01,2266.0,-407750.9099999996
2024-01-09,Occur live take media hot.,Entertainment,1436.41,Expense,2024-01,-1436.41,-409187.3199999996
2024-01-09,Wife pay good within fly.,Other,880.0,Income,2024-01,880.0,-408307.3199999996
2024-01-10,And student give score agree.,Rent,1546.57,Expense,2024-01,-1546.57,-409853.8899999996
2024-01-11,Best generation group goal.,Utilities,1928.07,Expense,2024-01,-1928.07,-411781.9599999996
2024-01-11,Doctor fine be.,Investment,4045.0,Income,2024-01,4045.0,-407736.9599999996
2024-01-11,Boy college mrs.,Salary,1849.5,Expense,2024-01,-1849.5,-409586.4599999996
2024-01-12,Price institution method inside.,Utilities,1386.72,Expense,2024-01,-1386.72,-410973.1799999996
2024-01-13,Onto worry help hope.,Investment,1348.0,Income,2024-01,1348.0,-409625.1799999996
2024-01-14,Space beyond.,Health & Fitness,1013.18,Expense,2024-01,-1013.18,-410638.3599999996
2024-01-15,Market specific property coach.,Entertainment,554.46,Expense,2024-01,-554.46,-411192.8199999996
2024-01-16,Wide cut player wind.,Travel,911.16,Expense,2024-01,-911.16,-412103.9799999996
2024-01-16,Degree enter father of source.,Other,4696.0,Income,2024-01,4696.0,-407407.9799999996
2024-01-16,Behind front attack song little.,Health & Fitness,1426.63,Expense,2024-01,-1426.63,-408834.6099999996
2024-01-17,Somebody prepare few sound.,Entertainment,409.77,Expense,2024-01,-409.77,-409244.3799999996
2024-01-19,Material produce station visit environmental.,Utilities,1012.75,Expense,2024-01,-1012.75,-410257.1299999996
2024-01-19,Table trade various risk art.,Health & Fitness,1423.6,Expense,2024-01,-1423.6,-411680.7299999996
2024-01-19,Finish increase economy middle public.,Travel,1376.36,Expense,2024-01,-1376.36,-413057.08999999956
2024-01-19,Thing physical might.,Utilities,1962.86,Expense,2024-01,-1962.86,-415019.94999999955
2024-01-20,Leg drive second she.,Salary,1169.78,Expense,2024-01,-1169.78,-416189.7299999996
2024-01-22,Five store ask data.,Shopping,1351.74,Expense,2024-01,-1351.74,-417541.46999999956
2024-01-23,Statement position either.,Travel,1756.18,Expense,2024-01,-1756.18,-419297.64999999956
2024-01-24,Draw change agree someone.,Food & Drink,1050.23,Expense,2024-01,-1050.23,-420347.87999999954
2024-01-25,Magazine yard instead town.,Investment,934.0,Income,2024-01,934.0,-419413.87999999954
2024-01-26,Evening ahead smile.,Entertainment,541.29,Expense,2024-01,-541.29,-419955.1699999995
2024-01-26,Compare system white magazine after.,Travel,1369.95,Expense,2024-01,-1369.95,-421325.11999999953
2024-01-26,Own test too imagine.,Investment,2917.0,Income,2024-01,2917.0,-418408.11999999953
2024-01-27,However style.,Food & Drink,723.78,Expense,2024-01,-723.78,-419131.89999999956
2024-01-28,Born same usually.,Entertainment,1487.4,Expense,2024-01,-1487.4,-420619.2999999996
2024-01-30,Wear use edge this draw.,Entertainment,1026.74,Expense,2024-01,-1026.74,-421646.0399999996
2024-02-01,Forget once hope security.,Travel,1388.94,Expense,2024-02,-1388.94,-423034.9799999996
2024-02-06,Design blood degree ever.,Other,3674.0,Income,2024-02,3674.0,-419360.9799999996
2024-02-07,Television argue mouth.,Health & Fitness,1932.01,Expense,2024-02,-1932.01,-421292.9899999996
2024-02-07,Nation little east everyone.,Other,2163.0,Income,2024-02,2163.0,-419129.9899999996
2024-02-10,Little happy final population.,Salary,1661.67,Expense,2024-02,-1661.67,-420791.65999999957
2024-02-10,Real small.,Health & Fitness,1512.66,Expense,2024-02,-1512.66,-422304.31999999954
2024-02-10,Need finally when.,Entertainment,1554.53,Expense,2024-02,-1554.53,-423858.84999999957
2024-02-14,Movement door kind.,Travel,903.14,Expense,2024-02,-903.14,-424761.9899999996
2024-02-14,Until truth feeling view.,Rent,382.08,Expense,2024-02,-382.08,-425144.0699999996
2024-02-15,Decision three trouble.,Investment,3590.0,Income,2024-02,3590.0,-421554.0699999996
2024-02-16,Smile ever bag single.,Other,2664.0,Income,2024-02,2664.0,-418890.0699999996
2024-02-17,Say unit four institution.,Other,546.0,Income,2024-02,546.0,-418344.0699999996
2024-02-19,Recognize media goal.,Utilities,89.48,Expense,2024-02,-89.48,-418433.5499999996
2024-02-21,Law agree appear political.,Food & Drink,1549.59,Expense,2024-02,-1549.59,-419983.1399999996
2024-02-21,Able customer figure.,Travel,986.2,Expense,2024-02,-986.2,-420969.3399999996
2024-02-21,Book economic.,Health & Fitness,155.03,Expense,2024-02,-155.03,-421124.36999999965
2024-02-22,Rate society floor long same.,Entertainment,1914.41,Expense,2024-02,-1914.41,-423038.7799999996
2024-02-23,Reach step son.,Utilities,837.7,Expense,2024-02,-837.7,-423876.47999999963
2024-02-23,Increase consider.,Rent,705.31,Expense,2024-02,-705.31,-424581.78999999963
2024-02-24,Cup red collection husband.,Salary,1993.3,Expense,2024-02,-1993.3,-426575.0899999996
2024-02-24,Difference way type positive phone.,Health & Fitness,668.82,Expense,2024-02,-668.82,-427243.9099999996
2024-02-25,Employee become happy water bring.,Food & Drink,238.3,Expense,2024-02,-238.3,-427482.2099999996
2024-02-27,Significant up still management.,Entertainment,1809.95,Expense,2024-02,-1809.95,-429292.1599999996
2024-02-27,Course technology site.,Entertainment,1918.2,Expense,2024-02,-1918.2,-431210.35999999964
2024-02-27,High issue deal democratic.,Health & Fitness,768.93,Expense,2024-02,-768.93,-431979.28999999963
2024-02-28,Industry impact certainly.,Rent,777.89,Expense,2024-02,-777.89,-432757.17999999964
2024-02-29,Dog late eat.,Travel,59.16,Expense,2024-02,-59.16,-432816.3399999996
2024-03-02,Beat light the window.,Health & Fitness,1033.48,Expense,2024-03,-1033.48,-433849.8199999996
2024-03-03,Require remain save.,Salary,97.26,Expense,2024-03,-97.26,-433947.0799999996
2024-03-05,Likely great paper.,Investment,1871.0,Income,2024-03,1871.0,-432076.0799999996
2024-03-05,Believe arrive.,Entertainment,647.42,Expense,2024-03,-647.42,-432723.4999999996
2024-03-06,Provide car throughout american.,Entertainment,1731.25,Expense,2024-03,-1731.25,-434454.7499999996
2024-03-06,College manage fund.,Rent,419.1,Expense,2024-03,-419.1,-434873.84999999957
2024-03-06,Effect people.,Food & Drink,1257.6,Expense,2024-03,-1257.6,-436131.44999999955
2024-03-07,Bed report item.,Shopping,1296.66,Expense,2024-03,-1296.66,-437428.1099999995
2024-03-07,Finish without.,Utilities,57.27,Expense,2024-03,-57.27,-437485.37999999954
2024-03-08,Security unit executive.,Food & Drink,184.17,Expense,2024-03,-184.17,-437669.5499999995
2024-03-11,Stop unit might job close.,Other,1077.0,Income,2024-03,1077.0,-436592.5499999995
2024-03-13,New type pm.,Entertainment,1822.86,Expense,2024-03,-1822.86,-438415.4099999995
2024-03-15,Country approach.,Salary,1264.13,Expense,2024-03,-1264.13,-439679.5399999995
2024-03-16,Like clear.,Food & Drink,785.11,Expense,2024-03,-785.11,-440464.6499999995
2024-03-18,Break time manager kid.,Investment,1018.0,Income,2024-03,1018.0,-439446.6499999995
2024-03-26,Leader both rest challenge.,Food & Drink,1404.76,Expense,2024-03,-1404.76,-440851.4099999995
2024-03-27,Data exist.,Investment,2874.0,Income,2024-03,2874.0,-437977.4099999995
2024-03-28,State none production defense your.,Travel,1217.07,Expense,2024-03,-1217.07,-439194.4799999995
2024-03-29,Short congress turn east marriage.,Salary,769.01,Expense,2024-03,-769.01,-439963.4899999995
2024-03-30,Ago race quite hour.,Food & Drink,953.24,Expense,2024-03,-953.24,-440916.7299999995
2024-03-30,Child ball store process.,Utilities,1496.04,Expense,2024-03,-1496.04,-442412.7699999995
2024-04-03,Western order accept wide prevent.,Travel,1920.67,Expense,2024-04,-1920.67,-444333.4399999995
2024-04-04,Water yourself trade someone.,Other,591.0,Income,2024-04,591.0,-443742.4399999995
2024-04-06,Tell soon executive.,Utilities,255.24,Expense,2024-04,-255.24,-443997.67999999947
2024-04-07,Natural own.,Other,4900.0,Income,2024-04,4900.0,-439097.67999999947
2024-04-08,Effort drive side human.,Rent,616.34,Expense,2024-04,-616.34,-439714.0199999995
2024-04-09,Clear single expect.,Health & Fitness,431.36,Expense,2024-04,-431.36,-440145.3799999995
2024-04-09,Fear song save.,Utilities,330.3,Expense,2024-04,-330.3,-440475.67999999947
2024-04-10,Environmental outside bed institution.,Investment,4996.0,Income,2024-04,4996.0,-435479.67999999947
2024-04-10,Capital program story mention majority.,Travel,396.71,Expense,2024-04,-396.71,-435876.3899999995
2024-04-11,Control piece behavior message wind.,Rent,588.4,Expense,2024-04,-588.4,-436464.7899999995
2024-04-13,Us money positive.,Investment,2117.0,Income,2024-04,2117.0,-434347.7899999995
2024-04-16,Life bad soon.,Salary,1903.56,Expense,2024-04,-1903.56,-436251.3499999995
2024-04-17,Worker range feel.,Entertainment,209.09,Expense,2024-04,-209.09,-436460.43999999954
2024-04-17,Into notice necessary true message.,Entertainment,642.39,Expense,2024-04,-642.39,-437102.82999999955
2024-04-17,Including let result spend.,Travel,1389.98,Expense,2024-04,-1389.98,-438492.80999999953
2024-04-18,One shoulder administration.,Other,3091.0,Income,2024-04,3091.0,-435401.80999999953
2024-04-20,Skill successful and.,Utilities,19.62,Expense,2024-04,-19.62,-435421.4299999995
2024-04-21,Finish right serious.,Entertainment,1427.28,Expense,2024-04,-1427.28,-436848.70999999956
2024-04-22,Space game truth special decision.,Travel,1681.82,Expense,2024-04,-1681.82,-438530.52999999956
2024-04-23,Else pull its adult house.,Other,4431.0,Income,2024-04,4431.0,-434099.52999999956
2024-04-25,Pretty least if.,Health & Fitness,1551.79,Expense,2024-04,-1551.79,-435651.31999999954
2024-04-26,Peace wind guess.,Rent,359.78,Expense,2024-04,-359.78,-436011.09999999957
2024-04-26,Because career course.,Travel,1718.84,Expense,2024-04,-1718.84,-437729.9399999996
2024-04-30,Teacher decide possible.,Investment,2656.0,Income,2024-04,2656.0,-435073.9399999996
2024-05-02,Success teach mrs beat.,Rent,1457.58,Expense,2024-05,-1457.58,-436531.5199999996
2024-05-03,Listen against coach.,Food & Drink,1627.16,Expense,2024-05,-1627.16,-438158.6799999996
2024-05-04,White likely teacher one.,Entertainment,1813.54,Expense,2024-05,-1813.54,-439972.21999999956
2024-05-04,Notice street anything.,Salary,1311.28,Expense,2024-05,-1311.28,-441283.4999999996
2024-05-05,Piece require.,Other,2329.0,Income,2024-05,2329.0,-438954.4999999996
2024-05-05,Say other never fact.,Travel,276.42,Expense,2024-05,-276.42,-439230.9199999996
2024-05-14,Main opportunity particularly question.,Rent,799.6,Expense,2024-05,-799.6,-440030.51999999955
2024-05-15,Research month instead.,Entertainment,1697.48,Expense,2024-05,-1697.48,-441727.99999999953
2024-05-17,As throughout individual list manager.,Utilities,1516.84,Expense,2024-05,-1516.84,-443244.83999999956
2024-05-20,Recently again explain court.,Investment,1967.0,Income,2024-05,1967.0,-441277.83999999956
2024-05-22,Discussion detail training fund.,Utilities,1474.48,Expense,2024-05,-1474.48,-442752.31999999954
2024-05-23,Third rich hospital.,Health & Fitness,90.44,Expense,2024-05,-90.44,-442842.75999999954
2024-05-25,Somebody son suddenly perform.,Entertainment,135.09,Expense,2024-05,-135.09,-442977.84999999957
2024-05-26,Project can.,Food & Drink,1340.49,Expense,2024-05,-1340.49,-444318.33999999956
2024-05-27,Paper beyond indeed.,Health & Fitness,782.31,Expense,2024-05,-782.31,-445100.64999999956
2024-05-27,Doctor news yourself.,Food & Drink,89.41,Expense,2024-05,-89.41,-445190.05999999953
2024-05-31,Ground city still.,Rent,1410.44,Expense,2024-05,-1410.44,-446600.49999999953
2024-06-01,Southern front.,Travel,1671.4,Expense,2024-06,-1671.4,-448271.89999999956
2024-06-02,Dinner no main year size.,Utilities,759.55,Expense,2024-06,-759.55,-449031.44999999955
2024-06-02,Environment character real middle prove.,Rent,1038.16,Expense,2024-06,-1038.16,-450069.6099999995
2024-06-03,Sometimes while sense window.,Entertainment,1037.58,Expense,2024-06,-1037.58,-451107.18999999954
2024-06-04,Among black picture that treat.,Health & Fitness,978.85,Expense,2024-06,-978.85,-452086.0399999995
2024-06-06,Remain seven marriage.,Food & Drink,1008.66,Expense,2024-06,-1008.66,-453094.6999999995
2024-06-07,Positive free case.,Investment,2384.0,Income,2024-06,2384.0,-450710.6999999995
2024-06-09,Wide shoulder according strong.,Other,2232.0,Income,2024-06,2232.0,-448478.6999999995
2024-06-10,Expert commercial entire resource.,Investment,3467.0,Income,2024-06,3467.0,-445011.6999999995
2024-06-12,Picture early send morning.,Rent,1325.61,Expense,2024-06,-1325.61,-446337.3099999995
2024-06-13,Soon including important.,Health & Fitness,1443.31,Expense,2024-06,-1443.31,-447780.6199999995
2024-06-13,Some gun ahead certainly act.,Salary,963.25,Expense,2024-06,-963.25,-448743.8699999995
2024-06-14,Be fire.,Shopping,54.67,Expense,2024-06,-54.67,-448798.53999999946
2024-06-15,Article service produce political.,Investment,1603.0,Income,2024-06,1603.0,-447195.53999999946
2024-06-16,Within woman.,Food & Drink,1782.69,Expense,2024-06,-1782.69,-448978.22999999946
2024-06-17,Information though red.,Investment,2615.0,Income,2024-06,2615.0,-446363.22999999946
2024-06-21,Training account evidence month.,Shopping,1202.72,Expense,2024-06,-1202.72,-447565.94999999943
2024-06-21,Land day name small.,Food & Drink,1758.23,Expense,2024-06,-1758.23,-449324.1799999994
2024-06-22,Thought sit identify culture.,Travel,1895.04,Expense,2024-06,-1895.04,-451219.2199999994
2024-06-23,Already free.,Salary,1735.93,Expense,2024-06,-1735.93,-452955.1499999994
2024-06-23,Yeah exist behavior necessary miss.,Other,1669.0,Income,2024-06,1669.0,-451286.1499999994
2024-06-23,Agreement someone.,Utilities,1250.19,Expense,2024-06,-1250.19,-452536.3399999994
2024-06-23,Strategy fight institution.,Utilities,1451.13,Expense,2024-06,-1451.13,-453987.4699999994
2024-06-23,Rule success.,Salary,1197.1,Expense,2024-06,-1197.1,-455184.56999999937
2024-07-01,Medical buy series walk large.,Other,3657.0,Income,2024-07,3657.0,-451527.56999999937
2024-07-05,Law work.,Investment,2157.0,Income,2024-07,2157.0,-449370.56999999937
2024-07-06,Research visit program suddenly doctor.,Shopping,1654.76,Expense,2024-07,-1654.76,-451025.3299999994
2024-07-07,Project spring of.,Utilities,956.98,Expense,2024-07,-956.98,-451982.30999999936
2024-07-07,Mind easy foreign old.,Food & Drink,1756.73,Expense,2024-07,-1756.73,-453739.03999999934
2024-07-07,Better republican stock bank.,Rent,195.45,Expense,2024-07,-195.45,-453934.48999999935
2024-07-07,Thousand live land hard.,Food & Drink,1794.97,Expense,2024-07,-1794.97,-455729.4599999993
2024-07-13,Open million house enough.,Shopping,1048.87,Expense,2024-07,-1048.87,-456778.3299999993
2024-07-13,You ready way rule.,Food & Drink,1398.31,Expense,2024-07,-1398.31,-458176.6399999993
2024-07-16,Certain camera represent.,Salary,1581.22,Expense,2024-07,-1581.22,-459757.8599999993
2024-07-20,Tell brother defense list second.,Rent,856.72,Expense,2024-07,-856.72,-460614.57999999926
2024-07-21,Tv budget system book.,Entertainment,1821.07,Expense,2024-07,-1821.07,-462435.64999999927
2024-07-22,Face mission brother figure hear.,Other,2611.0,Income,2024-07,2611.0,-459824.64999999927
2024-07-23,Democratic standard major.,Investment,3572.0,Income,2024-07,3572.0,-456252.64999999927
2024-07-23,Agreement central six instead.,Investment,4780.0,Income,2024-07,4780.0,-451472.64999999927
2024-07-25,Give that individual of not.,Health & Fitness,823.6,Expense,2024-07,-823.6,-452296.24999999924
2024-07-26,Little result paper seven.,Other,2577.0,Income,2024-07,2577.0,-449719.24999999924
2024-07-26,Seven project chance road.,Shopping,1133.69,Expense,2024-07,-1133.69,-450852.93999999925
2024-07-26,Professor important do house must.,Shopping,1512.39,Expense,2024-07,-1512.39,-452365.32999999926
2024-07-26,Position tend religious.,Salary,365.65,Expense,2024-07,-365.65,-452730.9799999993
2024-07-27,Someone religious night buy nice.,Salary,515.02,Expense,2024-07,-515.02,-453245.9999999993
2024-07-27,My serious whatever miss seek.,Health & Fitness,1550.65,Expense,2024-07,-1550.65,-454796.6499999993
2024-07-27,Build view.,Utilities,1711.45,Expense,2024-07,-1711.45,-456508.09999999934
2024-07-28,Ever day.,Entertainment,898.72,Expense,2024-07,-898.72,-457406.8199999993
2024-07-28,Be move fly open.,Utilities,209.55,Expense,2024-07,-209.55,-457616.3699999993
2024-07-29,Eight bed fill.,Food & Drink,1610.7,Expense,2024-07,-1610.7,-459227.0699999993
2024-07-29,Future congress.,Health & Fitness,1603.7,Expense,2024-07,-1603.7,-460830.7699999993
2024-07-29,Fish either boy between collection.,Food & Drink,329.87,Expense,2024-07,-329.87,-461160.6399999993
2024-07-30,Arrive which consider.,Salary,1852.46,Expense,2024-07,-1852.46,-463013.09999999934
2024-07-30,Hope floor include.,Rent,533.55,Expense,2024-07,-533.55,-463546.6499999993
2024-08-01,Heart still building.,Food & Drink,1451.74,Expense,2024-08,-1451.74,-464998.3899999993
2024-08-02,Sell only manage.,Shopping,1231.79,Expense,2024-08,-1231.79,-466230.1799999993
2024-08-02,We especially five network.,Food & Drink,1891.97,Expense,2024-08,-1891.97,-468122.14999999927
2024-08-03,Ahead plant trial affect.,Salary,883.55,Expense,2024-08,-883.55,-469005.69999999925
2024-08-03,Push east never size fight.,Travel,397.55,Expense,2024-08,-397.55,-469403.24999999924
2024-08-08,Base player data whose.,Entertainment,1234.23,Expense,2024-08,-1234.23,-470637.4799999992
2024-08-09,World site mr interest treatment.,Health & Fitness,486.12,Expense,2024-08,-486.12,-471123.5999999992
2024-08-11,A let.,Investment,1211.0,Income,2024-08,1211.0,-469912.5999999992
2024-08-14,A value lot.,Shopping,712.72,Expense,2024-08,-712.72,-470625.3199999992
2024-08-14,Yourself successful defense subject.,Entertainment,1040.31,Expense,2024-08,-1040.31,-471665.6299999992
2024-08-14,Claim move.,Rent,1839.16,Expense,2024-08,-1839.16,-473504.78999999916
2024-08-15,Bed recognize store.,Health & Fitness,701.48,Expense,2024-08,-701.48,-474206.26999999915
2024-08-22,There decision measure.,Entertainment,1216.66,Expense,2024-08,-1216.66,-475422.9299999991
2024-08-23,Play woman remain event.,Other,538.0,Income,2024-08,538.0,-474884.9299999991
2024-08-25,Decision where foreign trial.,Shopping,1017.41,Expense,2024-08,-1017.41,-475902.3399999991
2024-08-25,Participant above.,Travel,686.53,Expense,2024-08,-686.53,-476588.8699999991
2024-08-25,Including time reflect.,Other,4906.0,Income,2024-08,4906.0,-471682.8699999991
2024-08-27,Good spend still.,Salary,1542.23,Expense,2024-08,-1542.23,-473225.0999999991
2024-08-27,Ball theory prepare much throughout.,Travel,1391.44,Expense,2024-08,-1391.44,-474616.5399999991
2024-08-28,Concern should recent across.,Salary,1366.37,Expense,2024-08,-1366.37,-475982.9099999991
2024-08-28,View know develop after.,Food & Drink,969.12,Expense,2024-08,-969.12,-476952.0299999991
2024-08-28,Course staff personal space.,Shopping,1270.99,Expense,2024-08,-1270.99,-478223.0199999991
2024-08-30,Woman whose already.,Entertainment,1602.32,Expense,2024-08,-1602.32,-479825.3399999991
2024-09-01,Decide cultural start how thank.,Health & Fitness,1037.84,Expense,2024-09,-1037.84,-480863.1799999991
2024-09-02,Management necessary process not.,Other,2533.0,Income,2024-09,2533.0,-478330.1799999991
2024-09-05,Pass quite third ability interview.,Other,3396.0,Income,2024-09,3396.0,-474934.1799999991
2024-09-05,Assume campaign assume.,Shopping,1350.66,Expense,2024-09,-1350.66,-476284.8399999991
2024-09-05,Talk thing rock ever summer.,Rent,1113.56,Expense,2024-09,-1113.56,-477398.3999999991
2024-09-05,Item yet ever quite.,Travel,373.74,Expense,2024-09,-373.74,-477772.1399999991
2024-09-06,Guess service this different.,Entertainment,1003.01,Expense,2024-09,-1003.01,-478775.1499999991
2024-09-07,Mother first hot free.,Investment,2674.0,Income,2024-09,2674.0,-476101.1499999991
2024-09-08,Wrong difficult.,Entertainment,1671.53,Expense,2024-09,-1671.53,-477772.6799999991
2024-09-10,True culture.,Health & Fitness,320.43,Expense,2024-09,-320.43,-478093.1099999991
2024-09-13,As personal agreement.,Investment,4535.0,Income,2024-09,4535.0,-473558.1099999991
2024-09-15,Or phone.,Food & Drink,1697.54,Expense,2024-09,-1697.54,-475255.6499999991
2024-09-16,East list when.,Health & Fitness,989.76,Expense,2024-09,-989.76,-476245.4099999991
2024-09-17,Mind door authority outside.,Travel,986.7,Expense,2024-09,-986.7,-477232.1099999991
2024-09-17,Personal often.,Travel,801.78,Expense,2024-09,-801.78,-478033.88999999914
2024-09-17,True help.,Utilities,117.75,Expense,2024-09,-117.75,-478151.63999999914
2024-09-18,Artist sort area.,Salary,1879.91,Expense,2024-09,-1879.91,-480031.5499999991
2024-09-21,Big argue.,Other,3725.0,Income,2024-09,3725.0,-476306.5499999991
2024-09-22,Sure i pay.,Utilities,919.82,Expense,2024-09,-919.82,-477226.3699999991
2024-09-23,Ten skin perhaps.,Other,3085.0,Income,2024-09,3085.0,-474141.3699999991
2024-09-24,Less into per big.,Food & Drink,1351.47,Expense,2024-09,-1351.47,-475492.8399999991
2024-09-25,Military onto blue activity.,Rent,657.62,Expense,2024-09,-657.62,-476150.4599999991
2024-09-26,Smile cover of pm eight.,Travel,382.43,Expense,2024-09,-382.43,-476532.8899999991
2024-09-26,Right know during someone.,Travel,947.98,Expense,2024-09,-947.98,-477480.86999999906
2024-09-27,Find job where.,Health & Fitness,375.99,Expense,2024-09,-375.99,-477856.85999999905
2024-09-27,On must certainly.,Shopping,1404.42,Expense,2024-09,-1404.42,-479261.27999999904
2024-10-01,Owner fact wife.,Shopping,566.46,Expense,2024-10,-566.46,-479827.73999999906
2024-10-01,Price certain down standard nice.,Investment,2372.0,Income,2024-10,2372.0,-477455.73999999906
2024-10-02,Gas with policy cut.,Travel,1610.13,Expense,2024-10,-1610.13,-479065.86999999906
2024-10-02,Country little reality level.,Shopping,400.17,Expense,2024-10,-400.17,-479466.03999999905
2024-10-03,Not friend federal forget bit.,Utilities,951.24,Expense,2024-10,-951.24,-480417.27999999904
2024-10-04,Lose shoulder spring.,Other,4486.0,Income,2024-10,4486.0,-475931.27999999904
2024-10-04,Detail about development discover.,Other,4592.0,Income,2024-10,4592.0,-471339.27999999904
2024-10-07,Hundred step according.,Food & Drink,802.82,Expense,2024-10,-802.82,-472142.09999999905
2024-10-08,Group never.,Food & Drink,438.78,Expense,2024-10,-438.78,-472580.8799999991
2024-10-09,Key place tree.,Rent,905.21,Expense,2024-10,-905.21,-473486.0899999991
2024-10-10,Wish current.,Health & Fitness,727.01,Expense,2024-10,-727.01,-474213.0999999991
2024-10-10,Despite energy company.,Travel,694.84,Expense,2024-10,-694.84,-474907.93999999913
2024-10-11,Condition again successful.,Health & Fitness,1736.06,Expense,2024-10,-1736.06,-476643.9999999991
2024-10-12,Story case.,Entertainment,1157.94,Expense,2024-10,-1157.94,-477801.93999999913
2024-10-15,Very figure drive special.,Utilities,1958.95,Expense,2024-10,-1958.95,-479760.88999999914
2024-10-17,With young think there assume.,Health & Fitness,1349.65,Expense,2024-10,-1349.65,-481110.53999999916
2024-10-17,Some court her.,Salary,1780.37,Expense,2024-10,-1780.37,-482890.90999999916
2024-10-18,Outside with each animal.,Travel,932.87,Expense,2024-10,-932.87,-483823.77999999915
2024-10-19,Take family chance.,Utilities,1284.76,Expense,2024-10,-1284.76,-485108.53999999916
